"ID","X.1","X.2","cluster"
"1",0.138753739558104,0.584885186856397,1
"2",0.161024091056898,0.904564705171945,1
"3",-0.0115804103701835,0.788269620027022,1
"4",-0.000397231170764761,0.802926797929117,1
"5",-0.0142576204494034,0.827717411642034,1
"6",0.130407663281978,0.699859330368612,1
"7",0.00748138624734129,0.895484790289464,1
"8",-0.0649658827849436,0.871552720915979,1
"9",-0.0236929092577364,0.757563046293611,1
"10",0.0535898142165985,0.731877809090213,1
"11",-0.157722749389584,0.860515400802193,1
"12",0.016526031015996,0.938782246195801,1
"13",-0.00637571551789012,0.904631049686176,1
"14",0.0367632114739412,0.969896669534083,1
"15",0.265160595795295,0.915993823832132,1
"16",0.145074322821354,0.790893201411686,1
"17",0.0324553988612891,0.825213179448564,1
"18",-0.0793055086045721,0.735094305745831,1
"19",0.0801150102839337,0.690316070207248,1
"20",0.221558515971416,0.653770280627267,1
"21",0.117500547494631,0.891160265296684,1
"22",-0.000221905928736763,0.783302336744855,1
"23",0.124871121018218,0.772830260656322,1
"24",-0.0243074219117452,1.00255454310477,1
"25",0.0221781198269995,0.835957852565614,1
"26",0.184669533732977,0.908283423169321,1
"27",-0.0203200733820549,0.801773667813879,1
"28",0.0409951790849553,0.831439282837541,1
"29",0.102961757297717,0.7208840901215,1
"30",0.197706679490692,0.884002015430801,1
"31",0.119942676295813,0.887710997448109,1
"32",-0.0467679961925185,0.872962021004441,1
"33",-0.044503530364064,0.789002518358415,1
"34",0.136581620604129,0.980982168097542,1
"35",0.170330103520133,0.869279923237904,1
"36",0.199376153959201,0.905177928045824,1
"37",0.122686391322918,0.930997492310243,1
"38",0.10394648876541,0.749939299765836,1
"39",0.0938617402886714,0.75583815779478,1
"40",0.122147549507502,0.93101926714659,1
"41",0.0616054461820549,0.694104330698287,1
"42",0.278809810051028,0.718781912557338,1
"43",0.0399777505106788,0.784578735768652,1
"44",0.194932694786905,0.816590544639146,1
"45",-0.114419006526213,0.785943120533715,1
"46",0.131114004916666,0.778640805308041,1
"47",-0.0157938032001513,0.914925242327976,1
"48",0.00403387746278164,0.923080221805523,1
"49",0.192242487421841,0.876671854964323,1
"50",0.0702585122205604,0.734257786645841,1
"51",-0.0122893878748937,0.817317044219026,1
"52",0.146198498153546,0.763971423263309,1
"53",0.0627847046190469,0.6832624972091,1
"54",0.152301444598829,0.838951363262286,1
"55",0.15676560579319,0.855508721149257,1
"56",0.108366415443387,0.957678590588264,1
"57",0.136713430459957,0.934068515598015,1
"58",-0.0621173732567253,0.970794092846215,1
"59",0.127023424667949,0.857441702359004,1
"60",0.0668391068677576,0.856620624867131,1
"61",0.167956344582366,0.834691069544782,1
"62",0.233997597991689,0.740842115420735,1
"63",0.0816931451031838,0.726373910997737,1
"64",-0.0959994527359415,0.936816029668808,1
"65",0.0172001466445456,0.852793305587804,1
"66",0.019527326770391,0.841079887348818,1
"67",0.0534466983365461,0.914548942820596,1
"68",0.0604201786615613,0.871689588138344,1
"69",0.0275472454901797,0.837948283523994,1
"70",-0.00906551723414116,0.92655435539256,1
"71",-0.0294707967809252,0.799622645594746,1
"72",-0.0602593466210529,0.896276836556944,1
"73",-0.090231037848605,0.683343878942201,1
"74",0.151236017422693,0.868677772708,1
"75",0.026027980542809,0.671644042617772,1
"76",0.0281933406829701,0.752180444722884,1
"77",0.195699017905389,0.825050537168931,1
"78",0.0118996983950924,0.784752835147656,1
"79",0.0992013397108047,0.821363369400231,1
"80",0.180369093439126,0.980681044704088,1
"81",0.286189647594625,0.854574213454992,1
"82",-0.0857552213545234,0.755121839916808,1
"83",0.00736914722905231,0.885797402252316,1
"84",0.191114282495664,0.71165253575479,1
"85",0.127308394450306,0.796210767941784,1
"86",0.106670795197953,0.873624710082563,1
"87",0.181074912145643,0.765887888167163,1
"88",0.0193918474073288,0.761519839006419,1
"89",0.0905481131848375,0.820275906447792,1
"90",0.13361017527639,0.754773160450197,1
"91",0.0919538154959981,0.783549990562435,1
"92",-0.0075042712520693,0.906425120596925,1
"93",0.180720288025536,0.656296252343502,1
"94",0.074654407638909,0.742399383547927,1
"95",-0.0283384050510363,1.11217301202749,1
